# SignalUncertainties for simplified model based on gluino production followed
# by direct decays into qq+neutralino_1
SAMPLE    FS        CROSSSECTION[pb]           K-Factor  FILTEREFF REL.UNCERT
371107    2         0.033967431634664536       1         1         0.204904034734
371108    2         0.033967431634664536       1         1         0.204904034734
371109    2         0.02526012621819973        1         1         0.210963279009
371110    2         0.02526012621819973        1         1         0.210963279009
371111    2         0.02526012621819973        1         1         0.210963279009
371112    2         0.018863050267100334       1         1         0.221204847097
371113    2         0.018863050267100334       1         1         0.221204847097
371114    2         0.018863050267100334       1         1         0.221204847097
371115    2         0.014171450398862362       1         1         0.228925362229
371116    2         0.014171450398862362       1         1         0.228925362229
371117    2         0.010688872076570988       1         1         0.236574783921
371118    2         0.0080897603183984756      1         1         0.244372189045
371119    2         0.0080897603183984756      1         1         0.244372189045
371120    2         0.006153046153485775       1         1         0.252940803766
371121    2         0.006153046153485775       1         1         0.252940803766
371122    2         0.0046974681317806244      1         1         0.262566953897
371123    2         0.0027583648916333914      1         1         0.282457530499
371124    2         0.0021210489794611931      1         1         0.2906255126
371125    2         0.00098026031628251076     1         1         0.319521099329
406000    2         0.014171450398862362       1         1         0.228925362229
371018    2         49293.28515625             1         1         0.134768500924
371019    2         30206.876953125            1         1         0.13742095232
371020    2         13121.9814453125           1         1         0.139464050531
371126    2         0.1390094457               1         1         0.17856938
371127    2         0.1176865134               1         1         0.18065519
371128    2         0.0732255234               1         1         0.18722715
371129    2         0.0626836975               1         1         0.1896881
371130    2         0.0459823026               1         1         0.19822566
371131    2         0.0395126487               1         1         0.20133523
371132    2         0.0339674307               1         1         0.20490403
371133    2         0.0252601268               1         1         0.21096327
371134    2         0.0218635836               1         1         0.21597649
371135    2         0.0188630505               1         1         0.22120484
371136    2         0.0141714505               1         1         0.22892537
371137    2         0.0141714505               1         1         0.22892537
371138    2         0.0123212224               1         1         0.23341924
371139    2         0.0106888718               1         1         0.23657479
371140    2         0.0080897601               1         1         0.24437219
371141    2         0.0080897601               1         1         0.24437219
371142    2         0.0070499035               1         1         0.24853606
371143    2         0.0061530462               1         1         0.2529408
371144    2         0.0046974684               1         1         0.26256696
371145    2         0.0046974684               1         1         0.26256696
371146    2         0.0046974684               1         1         0.26256696
371147    2         0.0027583649               1         1         0.28245753
371148    2         0.0027583649               1         1         0.28245753
371149    2         0.0027583649               1         1         0.28245753
371150    2         0.0016337908               1         1         0.30037747
371151    2         0.0016337908               1         1         0.30037747
371152    2         0.0016337908               1         1         0.30037747
371153    2         0.0009802603               1         1         0.3195211
371154    2         0.0009802603               1         1         0.3195211
371155    2         0.0009802603               1         1         0.3195211
371156    2         0.0005914507               1         1         0.34038347
371157    2         0.0005914507               1         1         0.34038347
371158    2         0.0005914507               1         1         0.34038347
371159    2         0.0005914507               1         1         0.34038347
371160    2         0.0005914507               1         1         0.34038347
371161    2         0.0005914507               1         1         0.34038347
371162    2         0.0005914507               1         1         0.34038347
371163    2         0.0005914507               1         1         0.34038347
371164    2         0.0003590692               1         1         0.36056504
371165    2         0.0003590692               1         1         0.36056504
371166    2         0.0003590692               1         1         0.36056504
371167    2         0.0003590692               1         1         0.36056504
371168    2         0.0003590692               1         1         0.36056504
371169    2         0.0003590692               1         1         0.36056504
371170    2         0.0003590692               1         1         0.36056504
371171    2         0.0003590692               1         1         0.36056504
371172    2         0.0003590692               1         1         0.36056504
371173    2         0.000218908                1         1         0.38614073
371174    2         0.000218908                1         1         0.38614073
371175    2         0.000218908                1         1         0.38614073
371176    2         0.000218908                1         1         0.38614073
371177    2         0.000218908                1         1         0.38614073
371178    2         0.000218908                1         1         0.38614073
371179    2         0.000218908                1         1         0.38614073
371180    2         0.000218908                1         1         0.38614073
371181    2         0.0001338845               1         1         0.40878758
371182    2         0.0001338845               1         1         0.40878758
371183    2         0.0001338845               1         1         0.40878758
371184    2         0.0001338845               1         1         0.40878758
371185    2         0.0001338845               1         1         0.40878758
371186    2         0.0001338845               1         1         0.40878758
371187    2         0.0001338845               1         1         0.40878758
371188    2         0.0001338845               1         1         0.40878758
371189    2         0.0001338845               1         1         0.40878758
371190    2         8.19609E-005               1         1         0.43187227
371191    2         8.19609E-005               1         1         0.43187227
371192    2         8.19609E-005               1         1         0.43187227
371193    2         8.19609E-005               1         1         0.43187227
371194    2         8.19609E-005               1         1         0.43187227
371195    2         8.19609E-005               1         1         0.43187227
371196    2         8.19609E-005               1         1         0.43187227
371197    2         8.19609E-005               1         1         0.43187227
371198    2         5.02847E-005               1         1         0.45722019
371199    2         5.02847E-005               1         1         0.45722019
373500    2         5.02847E-005               1         1         0.45722019
373501    2         5.02847E-005               1         1         0.45722019
373502    2         5.02847E-005               1         1         0.45722019
373503    2         5.02847E-005               1         1         0.45722019
373504    2         5.02847E-005               1         1         0.45722019
373505    2         5.02847E-005               1         1         0.45722019
