SAMPLE     FS   CROSSECTION[pb]     K-FACTOR     FILTEREFF   REL.UNCERT
370100	2  	0.6774778962	          1.0000	          1.0000	      0.158762
370101	2  	0.6774778962	          1.0000	          1.0000	      0.158762
370102	2  	0.6774778962	          1.0000	          1.0000	      0.158762
370103	2  	0.6774778962	          1.0000	          1.0000	      0.158762
370104	2  	0.3253876865	          1.0000	          1.0000	      0.167580
370105	2  	0.3253876865	          1.0000	          1.0000	      0.167580
370106	2  	0.3253876865	          1.0000	          1.0000	      0.167580
370107	2  	0.3253876865	          1.0000	          1.0000	      0.167580
370108	2  	0.3253876865	          1.0000	          1.0000	      0.167580
370109	2  	0.1634905636	          1.0000	          1.0000	      0.176402
370110	2  	0.1634905636	          1.0000	          1.0000	      0.176402
370111	2  	0.1634905636	          1.0000	          1.0000	      0.176402
370112	2  	0.1634905636	          1.0000	          1.0000	      0.176402
370113	2  	0.1634905636	          1.0000	          1.0000	      0.176402
370114	2  	0.0856417939	          1.0000	          1.0000	      0.184814
370115	2  	0.0856417939	          1.0000	          1.0000	      0.184814
370116	2  	0.0856417939	          1.0000	          1.0000	      0.184814
370117	2  	0.0856417939	          1.0000	          1.0000	      0.184814
370118	2  	0.0856417939	          1.0000	          1.0000	      0.184814
370119	2  	0.0856417939	          1.0000	          1.0000	      0.184814
370120	2  	0.0856417939	          1.0000	          1.0000	      0.184814
370121	2  	0.0856417939	          1.0000	          1.0000	      0.184814
370122	2  	0.0856417939	          1.0000	          1.0000	      0.184814
370123	2  	0.0459823012	          1.0000	          1.0000	      0.198226
370124	2  	0.0459823012	          1.0000	          1.0000	      0.198226
370125	2  	0.0459823012	          1.0000	          1.0000	      0.198226
370126	2  	0.0459823012	          1.0000	          1.0000	      0.198226
370127	2  	0.0459823012	          1.0000	          1.0000	      0.198226
370128	2  	0.0459823012	          1.0000	          1.0000	      0.198226
370129	2  	0.0252601262	          1.0000	          1.0000	      0.210963
370130	2  	0.0252601262	          1.0000	          1.0000	      0.210963
370131	2  	0.0252601262	          1.0000	          1.0000	      0.210963
370132	2  	0.0252601262	          1.0000	          1.0000	      0.210963
370133	2  	0.0252601262	          1.0000	          1.0000	      0.210963
370134	2  	0.0252601262	          1.0000	          1.0000	      0.210963
370135	2  	0.0252601262	          1.0000	          1.0000	      0.210963
370136	2  	0.0252601262	          1.0000	          1.0000	      0.210963
370137	2  	0.0141714504	          1.0000	          1.0000	      0.228925
370138	2  	0.0141714504	          1.0000	          1.0000	      0.228925
370139	2  	0.0141714504	          1.0000	          1.0000	      0.228925
370140	2  	0.0141714504	          1.0000	          1.0000	      0.228925
370141	2  	0.0141714504	          1.0000	          1.0000	      0.228925
370142	2  	0.0141714504	          1.0000	          1.0000	      0.228925
370143	2  	0.0141714504	          1.0000	          1.0000	      0.228925
370144	2  	0.0080897603	          1.0000	          1.0000	      0.244372
370145	2  	0.0080897603	          1.0000	          1.0000	      0.244372
370146	2  	0.0080897603	          1.0000	          1.0000	      0.244372
370147	2  	0.0080897603	          1.0000	          1.0000	      0.244372
370148	2  	0.0080897603	          1.0000	          1.0000	      0.244372
370149	2  	0.0080897603	          1.0000	          1.0000	      0.244372
370150	2  	0.0080897603	          1.0000	          1.0000	      0.244372
370151	2  	0.0080897603	          1.0000	          1.0000	      0.244372
370152	2  	0.0046974686	          1.0000	          1.0000	      0.262567
370153	2  	0.0046974686	          1.0000	          1.0000	      0.262567
370154	2  	0.0046974686	          1.0000	          1.0000	      0.262567
370155	2  	0.0046974686	          1.0000	          1.0000	      0.262567
370156	2  	0.0046974686	          1.0000	          1.0000	      0.262567
370157	2  	0.0046974686	          1.0000	          1.0000	      0.262567
370158	2  	0.0046974686	          1.0000	          1.0000	      0.262567
370159	2  	0.0046974686	          1.0000	          1.0000	      0.262567
370160	2  	0.0027583649	          1.0000	          1.0000	      0.282458
370161	2  	0.0027583649	          1.0000	          1.0000	      0.282458
370162	2  	0.0027583649	          1.0000	          1.0000	      0.282458
370163	2  	0.0027583649	          1.0000	          1.0000	      0.282458
370164	2  	0.0027583649	          1.0000	          1.0000	      0.282458
370165	2  	0.0027583649	          1.0000	          1.0000	      0.282458
370166	2  	0.0027583649	          1.0000	          1.0000	      0.282458
370167	2  	0.0027583649	          1.0000	          1.0000	      0.282458
370168	2  	0.0027583649	          1.0000	          1.0000	      0.282458
370169	2  	0.0016337908	          1.0000	          1.0000	      0.300377
370170	2  	0.0016337908	          1.0000	          1.0000	      0.300377
370171	2  	0.0016337908	          1.0000	          1.0000	      0.300377
370172	2  	0.0016337908	          1.0000	          1.0000	      0.300377
370173	2  	0.0016337908	          1.0000	          1.0000	      0.300377
370174	2  	0.0016337908	          1.0000	          1.0000	      0.300377
370175	2  	0.0016337908	          1.0000	          1.0000	      0.300377
370176	2  	0.0016337908	          1.0000	          1.0000	      0.300377
370177	2  	0.0016337908	          1.0000	          1.0000	      0.300377
370178	2  	0.0009802603	          1.0000	          1.0000	      0.319521
370179	2  	0.0009802603	          1.0000	          1.0000	      0.319521
370180	2  	0.0009802603	          1.0000	          1.0000	      0.319521
370181	2  	0.0009802603	          1.0000	          1.0000	      0.319521
370182	2  	0.0009802603	          1.0000	          1.0000	      0.319521
370183	2  	0.0009802603	          1.0000	          1.0000	      0.319521
